X,Y,Catchment,Total Powe,Transmissi,Transmis_1,Turbine Di,Transmis_2,Full Suppl,Powerhouse,Dam Type,Reservoir,Estimated,Total Leng,Reservoi_1,Reservoi_2,Reservoi_3,Run-of-Riv,Township,Myanmar Se,% use MYA,Export (MW,Height (m),Qmin/ MAF,Crest Leng,Distance a,Plant Fact,Installed,Financiers,GIS Rainfa,Max reserv,Unit Flow,District,Mean annua,Developers,Sub-Basin,Status (la,State/Regi,Basin,Annual Run,Catchmen_1,Sub-Basi_1,Mean ann_1,Installe_1,Total stor,Notes,River,Function,Country,Location_L,Location_1,Status,Project Na,COD Year,Project ID,icon_url
97.879027,27.727616,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"1200",,"0",9.20000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"6650",,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,May Hka,HP,MYN,97.879026999999994,27.727616000000001,Planned,Yenam,"2026",DAM0220,./0.png
94.572117,19.962479,,,,,,,,,,,,,,,,,,,,,,,152.000000000000000,,,,,,0.54000,,,,,,,,,,,,n/a,n/a,"3.21",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.572117000000006,19.962478999999998,Complete,Yinshe,"2002",DAM0221,./0.png
96.873564,21.565078,,,,,,,,,,,,,,,,,,,,,,,777.000000000000000,,,,,,43.50000,,,,,,,,,,,,"35","30","639","http://globalenergyobservatory.org/geoid/41489; note that the Zawgyi dam and associated reservoir provides water to two hydroelectric plants: Zawgyi 1(18 MW) and Zawgyi 2 (12 MW). Hence, total megawattage associated with the dam is 30 MW.",Zawgyi,HP,MYN,96.873564000000002,21.565078000000000,Complete,Zawgyi,"1995",DAM0222,./0.png
95.782275,21.28973,,,,,,,,,,,,,,,,,,,,,,,1448.000000000000000,,,,,,8.38000,,,,,,,,,,,,n/a,n/a,"35.55",Google Earth visible.,Nyaung Oat,IRR,MYN,95.782274999999998,21.289729999999999,Complete,Zeedaw,"2000",DAM0223,./0.png
95.720291,20.811847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.720291000000003,20.811847000000000,Complete,Unknown 14,,DAM0224,./0.png
95.798634,21.37304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.798634000000007,21.373040000000000,Complete,Unknown 15,,DAM0225,./0.png
95.810878,21.340483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.810878000000002,21.340482999999999,Complete,Unknown 16,,DAM0226,./0.png
95.660486,23.361809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.660486000000006,23.361809000000001,Complete,Unknown 21,,DAM0227,./0.png
95.577322,23.132152,,,,,,,,,,,,,,,,,,,,,,,670.527278300000035,,,,,,3.24000,,,,,,,,,,,,n/a,n/a,"23.247",Google Earth visible.,,IRR,MYN,95.577321999999995,23.132152000000001,Complete,Unknown 22,"1998",DAM0228,./0.png
95.601787,20.114814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.601787000000002,20.114813999999999,Complete,Unknown 29,,DAM0229,./0.png
95.342022,20.775632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.342022000000000,20.775632000000002,Complete,Unknown 31,,DAM0230,./0.png
95.44187,19.06693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.441869999999994,19.066929999999999,Complete,Unknown 33,,DAM0231,./0.png
95.467041,20.704069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.467040999999995,20.704069000000000,Complete,Unknown 34,,DAM0232,./0.png
96.075001,20.468555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,96.075001000000000,20.468554999999999,Complete,Unknown 37,,DAM0233,./0.png
95.718861,18.533566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.718861000000004,18.533566000000000,Complete,Unknown 38,,DAM0234,./0.png
95.89696,20.597321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.896960000000007,20.597321000000001,Complete,Unknown 41,,DAM0235,./0.png
95.826486,20.726713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.826486000000003,20.726713000000000,Complete,Unknown 42,,DAM0236,./0.png
95.903834,20.721658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.903834000000003,20.721658000000001,Complete,Unknown 45,,DAM0237,./0.png
96.02702,20.854343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,96.027019999999993,20.854343000000000,Complete,Unknown 46,,DAM0238,./0.png
95.833504,21.038121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.833504000000005,21.038121000000000,Complete,Unknown 48,,DAM0239,./0.png
95.831831,21.050036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.831830999999994,21.050035999999999,Complete,Unknown 49,,DAM0240,./0.png
95.728497,21.013475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.728497000000004,21.013475000000000,Complete,Unknown 51,,DAM0241,./0.png
95.846709,21.739152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.846709000000004,21.739152000000001,Complete,Unknown 56,,DAM0242,./0.png
95.892268,21.773814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.892268000000001,21.773814000000002,Complete,Unknown 57,,DAM0243,./0.png
95.8671,21.468135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.867099999999994,21.468135000000000,Complete,Unknown 61,,DAM0244,./0.png
95.252143,18.651777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.252143000000004,18.651776999999999,Complete,Unknown 65,,DAM0245,./0.png
96.169439,20.583214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,96.169438999999997,20.583214000000002,Complete,Unknown 66,,DAM0246,./0.png
95.862392,22.09474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.862392000000000,22.094740000000002,Complete,Unknown 67,,DAM0247,./0.png
95.35271,20.768534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.352710000000002,20.768533999999999,Complete,Unknown 68,,DAM0248,./0.png
95.355246,20.762818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.355245999999994,20.762817999999999,Complete,Unknown 69,,DAM0249,./0.png
95.383724,20.740185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.383724000000001,20.740185000000000,Complete,Unknown 70,,DAM0250,./0.png
95.386066,20.758838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.386066000000000,20.758838000000001,Complete,Unknown 71,,DAM0251,./0.png
95.400055,20.751761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.400054999999995,20.751760999999998,Complete,Unknown 72,,DAM0252,./0.png
95.424149,20.720078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.424149000000000,20.720078000000001,Complete,Unknown 73,,DAM0253,./0.png
95.540688,21.546729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.540688000000003,21.546728999999999,Complete,Unknown 74,,DAM0254,./0.png
95.534877,21.505946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.534876999999994,21.505946000000002,Complete,Unknown 75,,DAM0255,./0.png
95.518783,21.385758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,See notes for Mone Dam,,IRR,MYN,95.518782999999999,21.385757999999999,Complete,Unknown 76,,DAM0256,./0.png
94.367835,20.869511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP,MYN,94.367834999999999,20.869510999999999,Complete,Unknown 77,,DAM0257,./0.png
95.855019,18.281025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,95.855018999999999,18.281025000000000,Complete,Unknown 79,,DAM0258,./0.png
96.014876,17.623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,96.014876000000001,17.623217000000000,Complete,Unknown 84,,DAM0259,./0.png
96.366141,17.548282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible.,,IRR,MYN,96.366140999999999,17.548282000000000,Complete,Unknown 88,,DAM0260,./0.png
97.417853,19.480045,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"105",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,,,,"Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia. Vientiane, Lao PDR, March 2016. Published by the Internati",Nam Pawn,HP,MYN,97.417852999999994,19.480045000000000,Planned,Lower Nam Pawn,,DAM0262,./0.png
97.097256,19.792636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.20000,,,,China Hydropower Engineering Consulting Group (HydroChina),,,,,,,,n/a,n/a,"826.852",Google Earth visible.,Balu Chaung,IRR,MYN,97.097256000000002,19.792636000000002,Complete,Mobyè,"1971",DAM0264,./0.png
98.772066,22.056938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yunnan Power Grid, SDIC Huaijing",,,,,,,,,"200",,"Location an estimate based on maps in ""Project for Formulation of the National Electricity Master Plan for the Republic of Myanmar"".",Nam Hka,HP,MYN,98.772065999999995,22.056937999999999,Proposed,Nam Hka,,DAM0265,./0.png
97.163331,19.555742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,"826.852",Google Earth visible.,Ngwetaung,IRR,MYN,97.163330999999999,19.555741999999999,Complete,Ngwedaung,"1965",DAM0266,./0.png
97.657402,16.411455,,,,,,,,,,,,,,,,,,,,,,,1584.882657999999992,,,,,,3.85000,,,,,,,,,,,,n/a,n/a,"69.104",See http://www.irrawaddy.com/burma/meeting-salween-dams-troubles-shan-communities.html/attachment/map-shan-ngo-dams,Shwenattaung,IRR,MYN,97.657402000000005,16.411455000000000,Complete,Shwenattaung,"1996",DAM0268,./0.png
96.689153,20.478991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,Location uncertain. Described as under construction here: https://cdm.unfccc.int/filestorage/M/A/B/MABJRWF82L1DGKX4QCNOVSEH673ZP0/PDD_UB-2_ver1_131031.pdf?t=VGh8bzMxbDF5fDBh34XFFoXWAt3fwfAVE7xS,Balchuang,HP,MYN,96.689153000000005,20.478991000000001,UC,Upper Baluchaung 1,"2016",DAM0269,./0.png
97.344749,19.177977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"918","180",,"Bawlakae is not mentioned in the MOEP list; we assume that this is the same as Bawlakae because of same installed capacity. Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and",Nam Pawn,HP,MYN,97.344748999999993,19.177976999999998,Proposed,Upper Haw Kham,"2031",DAM0270,./0.png
97.40098,19.995674,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"150",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,,,,"On MoEP list; location an estimate from ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia"". Vientiane, Lao PDR, March 2016. Published by the Intern",Nam Pawn,HP,MYN,97.400980000000004,19.995674000000001,Planned,Upper Nam Pawn,,DAM0271,./0.png
98.601643,23.423472,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"1400",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"7338",,,"Location: http://www.burmariversnetwork.org/index.php?option=com_content&view=article&id=981&Itemid=392; also http://www.irrawaddy.com/burma/meeting-salween-dams-troubles-shan-communities.html/attachment/map-shan-ngo-dams",Salween,HP,MYN,98.601642999999996,23.423472000000000,Planned,Upper Salween,"2025",DAM0272,./0.png
97.648021,20.938172,,,,,,,,,,,,,,,,,,,,,,,4.870000000000000,,,,,,0.80000,,,,,,,,,,,,,,"4.23",Google Earth visible.,Wanpon,IRR,MYN,97.648021000000000,20.938172000000002,Complete,Wanpon,"2005",DAM0273,./0.png
97.359484,18.632617,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"7800",,"0",640.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,,,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,Salween,HP,MYN,97.359483999999995,18.632617000000000,Planned,Weigyi,,DAM0274,./0.png
97.732943,19.777904,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"4000",,"0",0.00000,0.000000000000000,,0.000000000000000,China Datang Corporation – Datang Overseas Investment,,,,,0.00000,"0",,"21789",,,"Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia. Vientiane, Lao PDR, March 2016. Published by the Internati",Salween,HP,MYN,97.732943000000006,19.777903999999999,Planned,Ywathit,"2025",DAM0275,./0.png
97.31465,19.572117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"See notes for Baluchaun 1, 2 and 3 above.",Baluchaung,HP,MYN,97.314650000000000,19.572116999999999,Complete,Unknown 12,,DAM0276,./0.png
